Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,Link,Publisher,Document Type,Source,EID
Maity P.; Bisht A.S.; Kumari A.; Roy R.K.,"Maity, Prabir (58318364700); Bisht, Arjun Singh (59071429400); Kumari, Ankita (58478146200); Roy, Raj Kumar (56662675800)",58318364700; 59071429400; 58478146200; 56662675800,"Recent advances in the molecular engineering of synthetic polypeptides: Design, synthesis, functionality, and biological applications",2025,Progress in Polymer Science,171,,102040,,,7,https://www.scopus.com/pages/publications/105020265865?origin=resultslist,Elsevier Ltd,Review,Scopus,2-s2.0-105020265865
Heinrich S.; Wang Z.; Rajpurohit J.; Yeow A.; Dobrovetsky R.; Sepunaru L.; Ménard G.,"Heinrich, Shannon (57220096726); Wang, Zongheng (57220096839); Rajpurohit, Jitendrasingh (56091143100); Yeow, Ashley (60196145500); Dobrovetsky, Roman (25225019100); Sepunaru, Lior (27467884200); Ménard, Gabriel (16402385200)",57220096726; 57220096839; 56091143100; 60196145500; 25225019100; 27467884200; 16402385200,A Redox-Tunable Carborane Crown: Toward Highly Selective Electrochemical Lithium Capture,2025,Chemistry - A European Journal,31,72,e02902,,,2,https://www.scopus.com/pages/publications/105022017239?origin=resultslist,John Wiley and Sons Inc,Article,Scopus,2-s2.0-105022017239
Chakraborty A.; Hawthorne F.; Yadav T.P.; Mukhopadhyay N.K.; Dadhwal P.; Saka P.C.; Lahiri B.; Woellner C.F.; Tiwary C.S.,"Chakraborty, Anyesha (58418460400); Hawthorne, Felipe (58450008800); Yadav, Thakur Prasad (7003647833); Mukhopadhyay, Nilay Krishna (7005490083); Dadhwal, Prikshat (57210799758); Saka, Pranith Chander (59928862300); Lahiri, Basudev (22980353000); Woellner, Cristiano F. (14831934500); Tiwary, Chandra Sekhar (24382126300)",58418460400; 58450008800; 7003647833; 7005490083; 57210799758; 59928862300; 22980353000; 14831934500; 24382126300,Deciphering the Interface between Two-Dimensional Aluminum Quasicrystals and Norepinephrine Neurotransmitter,2025,ACS Applied Materials and Interfaces,17,50,,68552,68565,1,https://www.scopus.com/pages/publications/105025101658?origin=resultslist,American Chemical Society,Article,Scopus,2-s2.0-105025101658
Qi P.; Xie J.; Xia G.; Wang Y.; Xin J.H.,"Qi, Peng (55966294200); Xie, Jinhao (59907575300); Xia, Gang (57226258381); Wang, Yuanfeng (56440317900); Xin, John Haozhong (55386733300)",55966294200; 59907575300; 57226258381; 56440317900; 55386733300,Advanced Bionic Textile Materials: From Principles to Functional Applications,2025,Advanced Materials,37,48,e02118,,,19,https://www.scopus.com/pages/publications/105011367146?origin=resultslist,John Wiley and Sons Inc,Review,Scopus,2-s2.0-105011367146
Yu Z.; Gai X.; Zhang H.; Wang H.; Meng L.; Sui Y.; Deng C.; Liu Y.; Liu C.; Xiao H.,"Yu, Zhaochuan (57208796871); Gai, Xiaoqian (58535103100); Zhang, Haoyu (60236565100); Wang, Huijie (58120194000); Meng, Liucheng (57851203600); Sui, Yiying (60236606600); Deng, Chao (57223328648); Liu, Yuqian (56002605600); Liu, Chao (57225012464); Xiao, Huining (7401565227)",57208796871; 58535103100; 60236565100; 58120194000; 57851203600; 60236606600; 57223328648; 56002605600; 57225012464; 7401565227,Petal-Inspired Superhydrophobic Paper from Lignin-Cellulose for Sustainable Raindrop Energy Harvesting,2025,ACS Sustainable Chemistry and Engineering,13,48,,20754,20765,4,https://www.scopus.com/pages/publications/105024718515?origin=resultslist,American Chemical Society,Article,Scopus,2-s2.0-105024718515
Ji Y.; Wang K.; Zhang R.; Zhao G.,"Ji, Yingxin (57221704740); Wang, Keyi (57194170076); Zhang, Ruixue (57188966275); Zhao, Gang (56413409200)",57221704740; 57194170076; 57188966275; 56413409200,Optimization of Sodium Alginate-Based Biomimetic Artificial Muscle Assembly Process and Multidimensional Evaluation System for Output Force Performance,2025,Journal of Applied Polymer Science,142,45,e57750,,,0,https://www.scopus.com/pages/publications/105012145277?origin=resultslist,John Wiley and Sons Inc,Article,Scopus,2-s2.0-105012145277
Zhang R.; Gao Y.; Choi S.,"Zhang, Ruohan (60252748600); Gao, Yang (57193127608); Choi, Seokheun (37044351500)",60252748600; 57193127608; 37044351500,Self-Healing Electrogenic Living Hydrogels for Durable Bioelectronics,2025,ACS Applied Materials and Interfaces,17,51,,70071,70083,2,https://www.scopus.com/pages/publications/105025692640?origin=resultslist,American Chemical Society,Article,Scopus,2-s2.0-105025692640
Guo Y.; Wang S.; Wang H.; Zhang D.; Shen L.; Han X.; Zhao X.; Guo B.; Deng Z.,"Guo, Yi (59842803900); Wang, Silu (60103486200); Wang, Haoping (60103741000); Zhang, Dian (60103542000); Shen, Litong (59506099300); Han, Xiaojuan (55794271200); Zhao, Xin (56941042200); Guo, Baolin (55416912200); Deng, Zexing (57194479969)",59842803900; 60103486200; 60103741000; 60103542000; 59506099300; 55794271200; 56941042200; 55416912200; 57194479969,"Fast-crosslinking, shape-adaptable, conductive, and dual-antibacterial hydrogels based on oxidized dextran and polyvinyl alcohol-ε-polylysine for infected skeletal muscle healing",2025,Carbohydrate Polymers,370,,124382,,,3,https://www.scopus.com/pages/publications/105016318061?origin=resultslist,Elsevier Ltd,Article,Scopus,2-s2.0-105016318061
Huang A.; Wu S.; Zhu Y.; Yi F.; Chen S.; Yang Z.; Mi H.-Y.,"Huang, An (56514562200); Wu, Shulei (59277252600); Zhu, Yiwei (58096721400); Yi, Feifan (59187132700); Chen, Song (60093887500); Yang, Zhaoxu (60093743100); Mi, Hao-Yang (37039622900)",56514562200; 59277252600; 58096721400; 59187132700; 60093887500; 60093743100; 37039622900,Plastic-elastic interpenetrating network hybrid nanogenerator for high-efficiency energy harvesting and versatile wearable devices,2025,Chemical Engineering Journal,525,,170011,,,0,https://www.scopus.com/pages/publications/105020265618?origin=resultslist,Elsevier B.V.,Article,Scopus,2-s2.0-105020265618
Pang Y.; Wang X.; Zhang H.; Li X.; Lin M.; Cheng L.; Yang Y.-W.,"Pang, Yuxuan (57203328941); Wang, Xin (58929013900); Zhang, Huan (59681930600); Li, Xin (59886862600); Lin, Min (59275012200); Cheng, Liang (56136525700); Yang, Ying-Wei (57217192575)",57203328941; 58929013900; 59681930600; 59886862600; 59275012200; 56136525700; 57217192575,RGD-grafted dextran methacrylate hydrogel incorporating osteogenic peptide and Mn3O4 nanozymes for enhanced bone defect healing,2025,Materials Today Bio,35,,102436,,,1,https://www.scopus.com/pages/publications/105018855341?origin=resultslist,Elsevier B.V.,Article,Scopus,2-s2.0-105018855341
Rogacka J.; Labus K.,"Rogacka, Justyna (56994004400); Labus, Karolina (45161498600)",56994004400; 45161498600,Metal–organic frameworks as highly effective platforms for enzyme immobilization–current developments and future perspectives,2025,Brazilian Journal of Chemical Engineering,42,4,,1273,1301,32,https://www.scopus.com/pages/publications/85207252154?origin=resultslist,Springer Science and Business Media Deutschland GmbH,Review,Scopus,2-s2.0-85207252154
Signorelli L.; Wolters A.; Durán Toro V.; Englhard J.; Baghini M.S.; Koçar E.; Wasner F.; Goldenstein N.I.; Heidari H.; Bachmann J.; Hescham S.; Gregurec D.,"Signorelli, Lorenzo (57954642100); Wolters, Anouk (57766397400); Durán Toro, Vicente (56028963800); Englhard, Jonas (57223905458); Baghini, Mahdieh Shojaei (57413657800); Koçar, Elif (59164053800); Wasner, Franziska (59164128600); Goldenstein, Nadine I. (60032434700); Heidari, Hadi (55880118300); Bachmann, Julien (57132346400); Hescham, Sarah (36025147500); Gregurec, Danijela (55965432700)",57954642100; 57766397400; 56028963800; 57223905458; 57413657800; 59164053800; 59164128600; 60032434700; 55880118300; 57132346400; 36025147500; 55965432700,Biocompatible PVDF Nanofibers with Embedded Magnetite Nanodiscs Enable Wireless Magnetoelectric Stimulation in Premotor Cortex,2025,Advanced Healthcare Materials,14,32,e03082,,,3,https://www.scopus.com/pages/publications/105012778741?origin=resultslist,John Wiley and Sons Inc,Article,Scopus,2-s2.0-105012778741
Isci R.; Donmez K.B.; Cobandede Z.; Chakrabarti B.; Karatepe N.; Ozturk T.,"Isci, Recep (57195630464); Donmez, Koray Bahadir (56181625800); Cobandede, Zehra (56741224000); Chakrabarti, Barun (23018021200); Karatepe, Nilgun (6603611511); Ozturk, Turan (7004084332)",57195630464; 56181625800; 56741224000; 23018021200; 6603611511; 7004084332,Electrochemical pretreatment of thienothiophene/single-walled carbon nanotubes: a flexible and binder-free electrode with enhanced energy performance as a positive electrode for asymmetric supercapacitors,2025,Journal of Materials Chemistry A,13,46,,39887,39902,4,https://www.scopus.com/pages/publications/105028995713?origin=resultslist,Royal Society of Chemistry,Article,Scopus,2-s2.0-105028995713
Bartolomé L.; Verziaggi N.; Brinker M.; Amayuelas E.; Merchori S.; Arkan M.Z.; Eglītis R.; Šutka A.; Chorążewski M.; Huber P.; Meloni S.; Grosu Y.,"Bartolomé, Luis (57203899106); Verziaggi, Nicola (59559773900); Brinker, Manuel (57219382537); Amayuelas, Eder (56606304600); Merchori, Sebastiano (57216782807); Arkan, Mesude Z. (57218365412); Eglītis, Raivis (57201156070); Šutka, Andris (36959960800); Chorążewski, Mirosław (55941487600); Huber, Patrick (57202798387); Meloni, Simone (7003981717); Grosu, Yaroslav (55822390000)",57203899106; 59559773900; 57219382537; 56606304600; 57216782807; 57218365412; 57201156070; 36959960800; 55941487600; 57202798387; 7003981717; 55822390000,Triboelectrification during non-wetting liquids intrusion–extrusion in hydrophobic nanoporous silicon monoliths,2025,Nano Energy,146,,111488,,,2,https://www.scopus.com/pages/publications/105017417978?origin=resultslist,Elsevier Ltd,Article,Scopus,2-s2.0-105017417978
Qiu H.; Luo Z.; Nong S.; Lu Y.; Wang H.,"Qiu, He (57211939003); Luo, Zhijie (60588627300); Nong, Shiqi (60589559400); Lu, Yonghong (60588782800); Wang, Hang (57825268300)",57211939003; 60588627300; 60589559400; 60588782800; 57825268300,Applications of mussel adhesive protein in dermatology: current status and prospects; [贻贝黏蛋白在皮肤领域的应用现状与展望],2025,Chinese Journal of Medical Aesthetics and Cosmetology,31,6,,569,574,0,https://www.scopus.com/pages/publications/105036167721?origin=resultslist,Chinese Medical Journals Publishing House Co.Ltd,Article,Scopus,2-s2.0-105036167721
Sahoo D.; Sahoo S.; Nayak D.; Mohanty S.; Naik R.,"Sahoo, Deviprasad (56089384100); Sahoo, Sashwata (59678458500); Nayak, Debashish (57208300246); Mohanty, Smita (7202570145); Naik, Ramakanta (57373211200)",56089384100; 59678458500; 57208300246; 7202570145; 57373211200,"Enhancing Triboelectric Performance Through 2D Nanofillers (MXene, hBN, rGO) in PVDF Nanofiber for Self-Powered Sensing",2025,Advanced Materials Technologies,10,24,e01141,,,5,https://www.scopus.com/pages/publications/105015565450?origin=resultslist,John Wiley and Sons Inc,Article,Scopus,2-s2.0-105015565450
Deng X.; Chen X.; Zhang R.; Pan Y.; Lin Y.; Tang D.; Lai W.,"Deng, Xiaoyan (59717507000); Chen, Xuwei (57226097414); Zhang, Rong (59717667500); Pan, Yuwei (60217429200); Lin, Youxiu (56510372600); Tang, Dianping (7401986840); Lai, Wenqiang (55250915700)",59717507000; 57226097414; 59717667500; 60217429200; 56510372600; 7401986840; 55250915700,Flower-like Fe3S4 nanozymes with peroxidase-like activity for sensitive colorimetric immunodetection of carcinoembryonic antigen,2025,Microchimica Acta,192,12,866,,,0,https://www.scopus.com/pages/publications/105023334750?origin=resultslist,Springer,Article,Scopus,2-s2.0-105023334750
Zhang X.-R.; Wang B.-J.; Sun H.-W.; Wang Y.-G.; Xiong H.-M.,"Zhang, Xi-Rong (57239736900); Wang, Bao-Juan (59235791200); Sun, Hao-Wen (59484799200); Wang, Yong-Gang (57205479859); Xiong, Huan-Ming (7201935431)",57239736900; 59235791200; 59484799200; 57205479859; 7201935431,Pre-Polymerization and Pre-Etching Dominated by Carbon Dots to Fabricate the Sub-Nanometer Microporous Carbon for Supercapacitors,2025,Angewandte Chemie - International Edition,64,50,e202519704,,,9,https://www.scopus.com/pages/publications/105018525147?origin=resultslist,John Wiley and Sons Inc,Article,Scopus,2-s2.0-105018525147
Yao Y.; Liu L.; Duan X.; Wang Q.; Liu J.; Yang Q.; Fan Y.J.; Liao W.,"Yao, Yang (60146010300); Liu, Lan (60139368500); Duan, Xunxin (57226189220); Wang, Qunxia (59944590300); Liu, Jia (59771523900); Yang, Qianyong (58130857000); Fan, You jiang (60146114000); Liao, Weifang (57222749615)",60146010300; 60139368500; 57226189220; 59944590300; 59771523900; 58130857000; 60146114000; 57222749615,Micro/nano motors treating of digestive system diseases,2025,Journal of Nanobiotechnology ,23,1,685,,,3,https://www.scopus.com/pages/publications/105019097571?origin=resultslist,BioMed Central Ltd,Review,Scopus,2-s2.0-105019097571
Lagashetty A.; Girija B.J.; Mohana H.; Jyothibai B.; Kasal R.; Roja B.M.; Thipperudrappa J.,"Lagashetty, Arunkumar (35608190300); Girija, B.J. (59566054400); Mohana, H. (59565906100); Jyothibai, B. (59566434400); Kasal, Roja (59565906200); Roja, B.M. (59566357600); Thipperudrappa, J. (10045719900)",35608190300; 59566054400; 59565906100; 59566434400; 59565906200; 59566357600; 10045719900,Synthesis of SrAl2O4 and MgCoO2 bimetallic inorganic nanomaterials for thermal and electrochemical applications,2025,Discover Nano,20,1,27,,,2,https://www.scopus.com/pages/publications/85218341356?origin=resultslist,Springer,Article,Scopus,2-s2.0-85218341356
Yao S.; Chen T.; Liu Z.; Fan L.; Xie Y.; You S.; Sun H.; Xu Y.; Wang G.; Dai H.; Hu Y.; Zhang Y.; Chu Y.,"Yao, Shiyuan (59128834100); Chen, Tiantian (57454143800); Liu, Zilin (60101519100); Fan, Lihong (7402513288); Xie, Yiju (59536965200); You, Sasha (57993492000); Sun, Huixuan (57453782500); Xu, Yihan (58952930600); Wang, Guangxu (59129783200); Dai, Heshuang (58302996500); Hu, Yong (57908796900); Zhang, Yue (57203624634); Chu, Yingying (57200041696)",59128834100; 57454143800; 60101519100; 7402513288; 59536965200; 57993492000; 57453782500; 58952930600; 59129783200; 58302996500; 57908796900; 57203624634; 57200041696,A dual-layer chitosan-based conductive hydrogel and piezoelectric film for ultrasound-driven wound repair and scar reduction,2025,Carbohydrate Polymers,370,,124305,,,5,https://www.scopus.com/pages/publications/105015389521?origin=resultslist,Elsevier Ltd,Article,Scopus,2-s2.0-105015389521
Kamaraki M.; Naji L.; Ghadiri L.,"Kamaraki, Mohammad (60107838800); Naji, Leila (6602713531); Ghadiri, Leila (57222812621)",60107838800; 6602713531; 57222812621,Engineering interfacial compatibility in PVDF membranes with GO@sulfonated TiO₂ nanofillers for high-performance sodium ion separation,2025,Colloids and Surfaces A: Physicochemical and Engineering Aspects,727,,138409,,,1,https://www.scopus.com/pages/publications/105016529448?origin=resultslist,Elsevier B.V.,Article,Scopus,2-s2.0-105016529448
Geng Q.; Fu H.; Liang X.; Wang X.; Wu Y.; Zhang F.; Xu G.; Leng J.,"Geng, Qiangwang (57212376799); Fu, Huichao (59473361000); Liang, Xiongjie (58726092100); Wang, Xiaoyan (57193726176); Wu, Yunjiao (57897994200); Zhang, Fenghua (57203503757); Xu, Gongping (7404261396); Leng, Jinsong (7102467056)",57212376799; 59473361000; 58726092100; 57193726176; 57897994200; 57203503757; 7404261396; 7102467056,A conductive composite hydrogel for promoting bone defect regeneration through microcurrent stimulation,2025,Composites Part A: Applied Science and Manufacturing,199,,109205,,,11,https://www.scopus.com/pages/publications/105012521237?origin=resultslist,Elsevier Ltd,Article,Scopus,2-s2.0-105012521237
Sharma J.; Jindal G.,"Sharma, Jagriti (60045701700); Jindal, Gitanjali (56662874100)",60045701700; 56662874100,"Novel Uracil Based Chemosensor for Detection of Mercury in Real Water, Soil Samples and Food Materials",2025,Journal of Fluorescence,35,12,,12599,12607,1,https://www.scopus.com/pages/publications/105013186739?origin=resultslist,Springer,Review,Scopus,2-s2.0-105013186739
Nguyen M.T.N.; Cho S.; Lee J.S.,"Nguyen, My Thi Ngoc (58111818400); Cho, SungHun (55250260300); Lee, Jun Seop (57201487311)",58111818400; 55250260300; 57201487311,"Ionophore-Based Electrochemical Sensors for Metal Ion Detection: Materials, Designs and Applications",2025,Chemosensors,13,12,422,,,4,https://www.scopus.com/pages/publications/105026019040?origin=resultslist,Multidisciplinary Digital Publishing Institute (MDPI),Review,Scopus,2-s2.0-105026019040
Jiang J.; Ma F.; Ming S.; Zhen S.; Lin K.; Li M.,"Jiang, Jinghua (60161623400); Ma, Fayun (59896651800); Ming, Shouyi (59859642300); Zhen, Shijie (55770308900); Lin, Kaiwen (56405846700); Li, Meijing (57207798009)",60161623400; 59896651800; 59859642300; 55770308900; 56405846700; 57207798009,Blue and Second Near-Infrared Transmissive Electrochromic Polymers based on ProDOT and Triphenylamine Derivatives,2025,ChemPlusChem,90,12,e202500405,,,2,https://www.scopus.com/pages/publications/105020201424?origin=resultslist,John Wiley and Sons Inc,Article,Scopus,2-s2.0-105020201424
Chen Y.; Zhang G.; Ge D.; Wang M.; Wu T.; Zou Z.,"Chen, Yadong (36702630300); Zhang, Guangteng (60170603100); Ge, Da (60170830900); Wang, Meichen (60170603200); Wu, Tao (57224580305); Zou, Zheng (57209307764)",36702630300; 60170603100; 60170830900; 60170603200; 57224580305; 57209307764,Physicochemical properties and biocompatibility of 3D printed PVDF-TrFE-CPS composite bone scaffolds with piezoelectric properties,2025,Materials and Design,260,,115004,,,2,https://www.scopus.com/pages/publications/105020983960?origin=resultslist,Elsevier Ltd,Article,Scopus,2-s2.0-105020983960
Yao Y.; Lin Y.; Xi H.; Han R.; Tian L.; Yang Y.; Cui C.; Chen Y.; Zhang H.; Chen R.; Li W.; Lin Q.; Zeng R.; Hu Y.,"Yao, Yu (60124097000); Lin, Yuchen (59311146600); Xi, Hongwei (59735566400); Han, Ruhao (59735644800); Tian, Liangjie (57917058600); Yang, Yusheng (7409386120); Cui, Chonghe (60086382400); Chen, Yuhui (60023934100); Zhang, Huimin (58475810200); Chen, Ruixiong (59554865900); Li, Wangan (60124214200); Lin, Qingrong (40361435600); Zeng, Rong (57204320031); Hu, Yanjun (55695346700)",60124097000; 59311146600; 59735566400; 59735644800; 57917058600; 7409386120; 60086382400; 60023934100; 58475810200; 59554865900; 60124214200; 40361435600; 57204320031; 55695346700,Zn/Cu-loaded functional bacterial cellulose modulates macrophage reprogramming to improve osteointegration and infection treatment,2025,Carbohydrate Polymer Technologies and Applications,12,,101018,,,0,https://www.scopus.com/pages/publications/105017798564?origin=resultslist,Elsevier Ltd,Article,Scopus,2-s2.0-105017798564
